query,title,link,image_url,saved_path,width,height,status,collected_at
스탠드형 냉장고,캐리어 모드비 소형 김치냉장고 122L 스탠드형 미니냉장고 원룸 오피스텔 실버 방문설치,https://smartstore.naver.com/main/products/10928312203,https://shopping-phinf.pstatic.net/main_8847281/88472818236.5.jpg,data\staging\refrigerator\스탠드형_냉장고\stg_0002.jpg,1000,1000,deleted,2026-05-14T14:33:32
스탠드형 냉장고,삼성 비스포크 3도어 키친핏 김치냉장고 313L RQ33DB74B1AP,https://smartstore.naver.com/main/products/12925977197,https://shopping-phinf.pstatic.net/main_9047048/90470488189.jpg,data\processed\refrigerator\naver_0265.jpg,1000,1000,approved,2026-05-14T14:33:33
스탠드형 냉장고,삼성전자 김치냉장고 비스포크 328L 스탠드형 3도어 김치플러스 비스코프 삼성김치냉장고,https://smartstore.naver.com/main/products/10896812044,https://shopping-phinf.pstatic.net/main_8844131/88441318079.8.jpg,data\processed\refrigerator\naver_0266.jpg,1000,1000,approved,2026-05-14T14:33:33
스탠드형 냉장고,DH글로벌 담고 DGK-150 실버그레이,https://search.shopping.naver.com/catalog/58148177601,https://shopping-phinf.pstatic.net/main_5814817/58148177601.20251215173528.jpg,data\staging\refrigerator\스탠드형_냉장고\stg_0005.jpg,1000,1000,deleted,2026-05-14T14:33:34
스탠드형 냉장고,LG전자 디오스 AI 오브제컬렉션 김치톡톡 4도어 491L (11) 네이처 베이지(Z490MEEF11),https://search.shopping.naver.com/catalog/58061758723,https://shopping-phinf.pstatic.net/main_5806175/58061758723.20260416154443.jpg,data\processed\refrigerator\naver_0267.jpg,500,500,approved,2026-05-14T14:33:34
스탠드형 냉장고,캐리어 93L 소형 김치냉장고 과일 육류 야채 보관,https://smartstore.naver.com/main/products/12742751310,https://shopping-phinf.pstatic.net/main_9028726/90287262251.1.jpg,data\staging\refrigerator\스탠드형_냉장고\stg_0007.jpg,1000,1000,deleted,2026-05-14T14:33:34
스탠드형 냉장고,2025년 엘지 디오스 오브제 3도어 김치톡톡냉장고 327리터 세미키친핏 베이지 Z330MEEF11,https://smartstore.naver.com/main/products/11897773836,https://shopping-phinf.pstatic.net/main_8944228/89442284445.jpg,data\processed\refrigerator\naver_0268.jpg,1000,1000,approved,2026-05-14T14:33:35
스탠드형 냉장고,위니아딤채 120리터 스탠드형 가정용 컨버터블 김치냉장고 냉장냉동겸용,https://smartstore.naver.com/main/products/12356017121,https://shopping-phinf.pstatic.net/main_8990052/89900527838.jpg,data\staging\refrigerator\스탠드형_냉장고\stg_0009.jpg,1000,1000,deleted,2026-05-14T14:33:35
스탠드형 냉장고,LG전자 디오스 김치톡톡 김치냉장고 4도어 402L (23) 네이처 베이지(Z408MEEF23),https://search.shopping.naver.com/catalog/53599512753,https://shopping-phinf.pstatic.net/main_5359951/53599512753.20250317165126.jpg,data\processed\refrigerator\naver_0269.jpg,1000,1000,approved,2026-05-14T14:33:35
스탠드형 냉장고,캐리어 클라윈드 미니 소형 김치 냉장고 93L 스탠드형 1도어 실버 메탈,https://smartstore.naver.com/main/products/12759588132,https://shopping-phinf.pstatic.net/main_9030409/90304099081.jpg,data\staging\refrigerator\스탠드형_냉장고\stg_0011.jpg,1000,1000,deleted,2026-05-14T14:33:36
스탠드형 냉장고,삼성전자 비스포크 AI 김치플러스 4도어 490L 코타 화이트(RK70F49M1A),https://search.shopping.naver.com/catalog/57149613701,https://shopping-phinf.pstatic.net/main_5714961/57149613701.20251017154557.jpg,data\processed\refrigerator\naver_0270.jpg,900,900,approved,2026-05-14T14:33:36
스탠드형 냉장고,풀무원건강생활 풀무원고메 KS148EG1N2 린넨베이지,https://search.shopping.naver.com/catalog/56587168279,https://shopping-phinf.pstatic.net/main_5658716/56587168279.20250904100707.jpg,data\staging\refrigerator\스탠드형_냉장고\stg_0013.jpg,500,500,deleted,2026-05-14T14:33:37
스탠드형 냉장고,클라쎄 미니 스탠드형 김치냉장고 1도어 메탈 아이보리 KAE112TWMEV8,https://smartstore.naver.com/main/products/12553044644,https://shopping-phinf.pstatic.net/main_9009755/90097555496.5.jpg,data\staging\refrigerator\스탠드형_냉장고\stg_0014.jpg,1000,1000,deleted,2026-05-14T14:33:37
스탠드형 냉장고,삼성전자 비스포크 키친핏 김치냉장고 1도어 319L 패널 선택형(RQ32C76A2AP),https://search.shopping.naver.com/catalog/53628853127,https://shopping-phinf.pstatic.net/main_5362885/53628853127.20260416162607.jpg,data\staging\refrigerator\스탠드형_냉장고\stg_0015.jpg,1000,1000,deleted,2026-05-14T14:33:37
스탠드형 냉장고,LG전자 디오스 오브제컬렉션 김치톡톡 3도어 327L (21) 네이처 크림 그레이(Z330MRRF21),https://search.shopping.naver.com/catalog/56354354389,https://shopping-phinf.pstatic.net/main_5635435/56354354389.20250820124129.jpg,data\processed\refrigerator\naver_0271.jpg,300,300,approved,2026-05-14T14:33:38
스탠드형 냉장고,삼성전자 비스포크 김치플러스 3도어 328L 에센셜 베이지(RQ33DG71J2ET),https://search.shopping.naver.com/catalog/56368432253,https://shopping-phinf.pstatic.net/main_5636843/56368432253.20250821105022.jpg,data\staging\refrigerator\스탠드형_냉장고\stg_0017.jpg,600,600,skipped_duplicate,2026-05-14T14:33:38
스탠드형 냉장고,LG전자 4도어 505L 네이처 크림화이트 (Z509MHHF23) 크림화이트,https://search.shopping.naver.com/catalog/53510799107,https://shopping-phinf.pstatic.net/main_5351079/53510799107.20250312173914.jpg,data\processed\refrigerator\naver_0272.jpg,600,600,approved,2026-05-14T14:33:39
스탠드형 냉장고,미니 김치냉장고 소형 사무실 냉동 서랍식 딤채 가정용 화이트108 두껍게 구리관 급속 1급,https://smartstore.naver.com/main/products/12382162807,https://shopping-phinf.pstatic.net/main_8992667/89926673524.jpg,data\staging\refrigerator\스탠드형_냉장고\stg_0019.jpg,619,718,deleted,2026-05-14T14:33:39
스탠드형 냉장고,"삼성전자 비스포크 키친핏 김치냉장고 3도어 313L 색상선택 왼쪽(좌), 패널 선택형(RQ33DB74C1AP)",https://search.shopping.naver.com/catalog/53644689859,https://shopping-phinf.pstatic.net/main_5364468/53644689859.20250319094140.jpg,data\processed\refrigerator\naver_0273.jpg,1000,1000,approved,2026-05-14T14:33:39
스탠드형 냉장고,LG전자 디오스 AI 오브제컬렉션 김치톡톡 4도어 491L (261) 미스트 베이지(Z495GBB261),https://search.shopping.naver.com/catalog/58391287676,https://shopping-phinf.pstatic.net/main_5839128/58391287676.20260105141619.jpg,data\staging\refrigerator\스탠드형_냉장고\stg_0021.jpg,500,500,skipped_duplicate,2026-05-14T14:33:40
스탠드형 냉장고,LG전자 디오스 AI 오브제컬렉션 김치톡톡 김치냉장고 4도어 491L (271) 미스트 베이지+베이지(Z495GBB271),https://search.shopping.naver.com/catalog/58401004874,https://shopping-phinf.pstatic.net/main_5840100/58401004874.20260106115210.jpg,data\processed\refrigerator\naver_0274.jpg,600,600,approved,2026-05-14T14:33:40
스탠드형 냉장고,"삼성전자 김치플러스 3도어 328L (RQ33DG71J3S9) 왼쪽(좌), 리파인드 이녹스",https://search.shopping.naver.com/catalog/53547463246,https://shopping-phinf.pstatic.net/main_5354746/53547463246.20250314123021.jpg,data\staging\refrigerator\스탠드형_냉장고\stg_0023.jpg,1000,1000,skipped_duplicate,2026-05-14T14:33:41
스탠드형 냉장고,"쿠쿠홈시스 CUCKOO CKR-ANLD1410MS 왼쪽(좌), 실버",https://search.shopping.naver.com/catalog/53626542851,https://shopping-phinf.pstatic.net/main_5362654/53626542851.20250318143308.jpg,data\staging\refrigerator\스탠드형_냉장고\stg_0024.jpg,1000,1000,deleted,2026-05-14T14:33:41
스탠드형 냉장고,삼성전자 비스포크 4도어 586L (RK70F58M1ZG) 에센셜 화이트+에센셜 베이지,https://search.shopping.naver.com/catalog/57853002268,https://shopping-phinf.pstatic.net/main_5785300/57853002268.20251121103519.jpg,data\processed\refrigerator\naver_0275.jpg,900,900,approved,2026-05-14T14:33:41
스탠드형 냉장고,풀무원건강생활 KS166EG1W1 루미 화이트,https://search.shopping.naver.com/catalog/58681796510,https://shopping-phinf.pstatic.net/main_5868179/58681796510.20260127101833.jpg,data\staging\refrigerator\스탠드형_냉장고\stg_0026.jpg,500,500,deleted,2026-05-14T14:33:42
스탠드형 냉장고,삼성전자 비스포크 김치플러스 키친핏 3도어 313L (7411) 새틴 화이트(RQ33DB7411W6),https://search.shopping.naver.com/catalog/57195786113,https://shopping-phinf.pstatic.net/main_5719578/57195786113.20260205101157.jpg,data\processed\refrigerator\naver_0276.jpg,700,700,approved,2026-05-14T14:33:42
스탠드형 냉장고,삼성전자 비스포크AI 김치플러스 4도어 키친핏 Max 418L (맞춤숙성실) 클린 화이트(RK80F42C2W),https://search.shopping.naver.com/catalog/56353356093,https://shopping-phinf.pstatic.net/main_5635335/56353356093.20251201093641.jpg,data\processed\refrigerator\naver_0277.jpg,1000,1000,approved,2026-05-14T14:33:42
스탠드형 냉장고,김치 냉동 골드 와인 미니 뚜껑형 위니아딤채 실버 냉장고 소형,https://smartstore.naver.com/main/products/13091720097,https://shopping-phinf.pstatic.net/main_9063623/90636231189.1.jpg,data\staging\refrigerator\스탠드형_냉장고\stg_0029.jpg,1000,1000,deleted,2026-05-14T14:33:43
양문형 냉장고,삼성전자 비스포크 냉장고 900리터 이하 삼성냉장고 양문형 852L 코타화이트 AI인버터,https://smartstore.naver.com/main/products/11433541587,https://shopping-phinf.pstatic.net/main_8897805/88978051952.5.jpg,data\staging\refrigerator\양문형_냉장고\stg_0000.jpg,1000,1000,deleted,2026-05-14T14:33:44
양문형 냉장고,삼성전자 비스포크 AI 냉장고 4도어 902L (RM70F90M1) 에센셜 화이트(RM70F90M1ZD),https://search.shopping.naver.com/catalog/56424580420,https://shopping-phinf.pstatic.net/main_5642458/56424580420.20250826142123.jpg,data\staging\refrigerator\양문형_냉장고\stg_0001.jpg,2500,2500,skipped_duplicate,2026-05-14T14:33:44
양문형 냉장고,LG전자 디오스 매직스페이스 냉장고 4도어 870L (T875) 네이처 베이지(T875MEE111),https://search.shopping.naver.com/catalog/53546968608,https://shopping-phinf.pstatic.net/main_5354696/53546968608.20260416163439.jpg,data\staging\refrigerator\양문형_냉장고\stg_0002.jpg,1000,1000,skipped_duplicate,2026-05-14T14:33:45
양문형 냉장고,삼성전자 비스포크 키친핏 Max 4도어 640L 에센셜 화이트(RM70F63R2Z),https://search.shopping.naver.com/catalog/55831245805,https://shopping-phinf.pstatic.net/main_5583124/55831245805.20250717155549.jpg,data\staging\refrigerator\양문형_냉장고\stg_0003.jpg,500,383,skipped_duplicate,2026-05-14T14:33:45
양문형 냉장고,LG전자 디오스 4도어 870L (T873MEE111) 냉장고 네이처 베이지,https://search.shopping.naver.com/catalog/55746031178,https://shopping-phinf.pstatic.net/main_5574603/55746031178.20250711150843.jpg,data\staging\refrigerator\양문형_냉장고\stg_0004.jpg,1000,1000,skipped_duplicate,2026-05-14T14:33:45
양문형 냉장고,삼성전자 비스포크 4도어 905L RM70F90R1ZD 에센셜 화이트,https://search.shopping.naver.com/catalog/58033468145,https://shopping-phinf.pstatic.net/main_5803346/58033468145.20251205145257.jpg,data\staging\refrigerator\양문형_냉장고\stg_0005.jpg,1000,1000,skipped_duplicate,2026-05-14T14:33:46
양문형 냉장고,엘지 25년형 신모델 오브제냉장고 900리터 급 오브제컬렉션 크림그레이+화이트 (832L),https://smartstore.naver.com/main/products/9425801047,https://shopping-phinf.pstatic.net/main_8697030/86970301370.1.jpg,data\staging\refrigerator\양문형_냉장고\stg_0006.jpg,1000,1000,skipped_duplicate,2026-05-14T14:33:46
양문형 냉장고,25년 신형 엘지전자 빠른방문설치 오브제컬렉션AI 900리터급 탈취 양문냉장고 832리터 네이처 베이지(S836MEE022),https://smartstore.naver.com/main/products/13186057381,https://shopping-phinf.pstatic.net/main_9073056/90730568478.jpg,data\staging\refrigerator\양문형_냉장고\stg_0007.jpg,1000,1000,skipped_duplicate,2026-05-14T14:33:47
양문형 냉장고,LG전자 디오스 2도어 832L (S836MQQ012) 네이처 에센스 화이트,https://search.shopping.naver.com/catalog/56501182282,https://shopping-phinf.pstatic.net/main_5650118/56501182282.20250829171533.jpg,data\staging\refrigerator\양문형_냉장고\stg_0008.jpg,350,350,skipped_duplicate,2026-05-14T14:33:47
양문형 냉장고,삼성전자 삼성 2도어 852L (RS84DG5002M9) 젠틀실버,https://search.shopping.naver.com/catalog/55743927988,https://shopping-phinf.pstatic.net/main_5574392/55743927988.20250711110126.jpg,data\staging\refrigerator\양문형_냉장고\stg_0009.jpg,500,500,skipped_duplicate,2026-05-14T14:33:47
양문형 냉장고,삼성전자 비스포크 2도어 852L (RS84DB5002CW) 코타 PCM 화이트,https://search.shopping.naver.com/catalog/53598623443,https://shopping-phinf.pstatic.net/main_5359862/53598623443.20250703103057.jpg,data\staging\refrigerator\양문형_냉장고\stg_0010.jpg,900,900,skipped_duplicate,2026-05-14T14:33:48
양문형 냉장고,삼성전자 2도어 852L 양문형냉장고 800리터대 코타화이트(RS84DB5002CW),https://smartstore.naver.com/main/products/11326729732,https://shopping-phinf.pstatic.net/main_8887124/88871240063.jpg,data\staging\refrigerator\양문형_냉장고\stg_0011.jpg,1000,1000,skipped_duplicate,2026-05-14T14:33:48
양문형 냉장고,LG 오브제컬렉션 매직스페이스 냉장고 1등급 크림화이트/크림그레이,https://smartstore.naver.com/main/products/11514398751,https://shopping-phinf.pstatic.net/main_8905890/89058909124.2.jpg,data\staging\refrigerator\양문형_냉장고\stg_0012.jpg,1000,1000,skipped_duplicate,2026-05-14T14:33:49
양문형 냉장고,LG 컨버터블 키친핏냉장고 빌트인 엘지냉장고 냉동고 비스포크 색상 페어키트 신형 포함,https://smartstore.naver.com/main/products/12172329193,https://shopping-phinf.pstatic.net/main_8971683/89716839898.jpg,data\staging\refrigerator\양문형_냉장고\stg_0013.jpg,600,600,skipped_duplicate,2026-05-14T14:33:49
양문형 냉장고,LG전자 디오스 AI 오브제컬렉션 냉장고 (매직스페이스) 2도어 832L 1등급 (111) 네이처 베이지(S834MEE111),https://search.shopping.naver.com/catalog/56421536083,https://shopping-phinf.pstatic.net/main_5642153/56421536083.20250825103945.jpg,data\staging\refrigerator\양문형_냉장고\stg_0014.jpg,1000,1000,skipped_duplicate,2026-05-14T14:33:49
양문형 냉장고,LG디오스 오브제 키친핏 4도어 냉장고 600리터급 실609L 미스트 베이지,https://smartstore.naver.com/main/products/13295468831,https://shopping-phinf.pstatic.net/main_9083997/90839979163.jpg,data\staging\refrigerator\양문형_냉장고\stg_0015.jpg,1024,1024,skipped_duplicate,2026-05-14T14:33:50
양문형 냉장고,LG 디오스 오브제 냉장고600리터 급 25년 신형 612L 엘지냉장고 2도어 저소음,https://smartstore.naver.com/main/products/12172497089,https://shopping-phinf.pstatic.net/main_8971700/89717007794.jpg,data\staging\refrigerator\양문형_냉장고\stg_0016.jpg,600,600,skipped_duplicate,2026-05-14T14:33:50
양문형 냉장고,삼성전자 냉장고 얼음정수기 양문형 25년 AI 인버터 신혼 삼성냉장고 600리터 이상,https://smartstore.naver.com/main/products/11721684828,https://shopping-phinf.pstatic.net/main_8926619/89266195327.jpg,data\staging\refrigerator\양문형_냉장고\stg_0017.jpg,1000,1000,deleted,2026-05-14T14:33:51
양문형 냉장고,LG전자 디오스 AI 오브제컬렉션 냉장고 Fit &amp; Max 4도어 609L (0M1) 미스트 베이지(M616GBB0M1),https://search.shopping.naver.com/catalog/56560497805,https://shopping-phinf.pstatic.net/main_5656049/56560497805.20250902181424.jpg,data\staging\refrigerator\양문형_냉장고\stg_0018.jpg,600,600,skipped_duplicate,2026-05-14T14:33:51
양문형 냉장고,삼성전자 비스포크 BESPOKE AI 냉장고 4도어 905L 에센셜 화이트(RM70F90R2ZD),https://search.shopping.naver.com/catalog/53916543178,https://shopping-phinf.pstatic.net/main_5391654/53916543178.20250402095350.jpg,data\staging\refrigerator\양문형_냉장고\stg_0019.jpg,892,684,skipped_duplicate,2026-05-14T14:33:51
양문형 냉장고,삼성전자 비스포크AI 키친핏 Max 4도어 636L 코타 화이트(RM70F63M2A),https://search.shopping.naver.com/catalog/57608059616,https://shopping-phinf.pstatic.net/main_5760805/57608059616.20251106093923.jpg,data\staging\refrigerator\양문형_냉장고\stg_0020.jpg,500,500,skipped_duplicate,2026-05-14T14:33:52
양문형 냉장고,삼성비스포크 키친핏 냉장고 900리터 이상 빌트인 3도어 비스코프,https://smartstore.naver.com/main/products/12101369477,https://shopping-phinf.pstatic.net/main_8964588/89645880182.1.jpg,data\staging\refrigerator\양문형_냉장고\stg_0021.jpg,1000,1000,skipped_duplicate,2026-05-14T14:33:52
양문형 냉장고,LG전자 디오스 AI 오브제컬렉션 베이직 냉장고 4도어 870L 네이처 베이지(T875MEE011),https://search.shopping.naver.com/catalog/56500831532,https://shopping-phinf.pstatic.net/main_5650083/56500831532.20250829170354.jpg,data\staging\refrigerator\양문형_냉장고\stg_0022.jpg,500,500,skipped_duplicate,2026-05-14T14:33:52
양문형 냉장고,삼성 키친핏냉장고 4도어 비스포크키친핏 맥스 빌트인 냉장고 600리터 비스코프 1등급 냉장고,https://smartstore.naver.com/main/products/11574120314,https://shopping-phinf.pstatic.net/main_8911863/89118630720.6.jpg,data\staging\refrigerator\양문형_냉장고\stg_0023.jpg,1000,1000,skipped_duplicate,2026-05-14T14:33:53
양문형 냉장고,LG 디오스 오브제 2도어 세미키친핏 냉장고 600리터 급 실652L 화이트 매직스페이스,https://smartstore.naver.com/main/products/11754645660,https://shopping-phinf.pstatic.net/main_8929915/89299156247.1.jpg,data\staging\refrigerator\양문형_냉장고\stg_0024.jpg,600,600,skipped_duplicate,2026-05-14T14:33:53
